ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,B365W,B365L,B&WW,B&WL,EXW,EXL,PSW,PSL,WPts,LPts,UBW,UBL,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL,MaxWin,MaxLoss,AvgWin,AvgLoss,PlayerA,PlayerB,RankA,RankB,RankDiff,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff,WinsA,LossesA,WinsB,LossesB,WinRateA_cum,WinRateB_cum,Form10A,Form10B,RestDaysA,RestDaysB,DiffWR,DiffForm,DiffRest,LogRankDiff,H2HDiff,ProbA_odds,ProbB_odds,OddsProbDiff,WinRateA_x_Rank,WinRateB_x_Rank,EfficiencyDiff
34,Nottingham,Nottingham Open,2004-06-16,International,Outdoor,Grass,2nd Round,3.0,Dent T.,Bogdanovic A.,31.0,307,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.3,3.35,,,1.35,2.5,,,1.29,3.5,,,1.35,3.1,1.33,3.6,,,,,,,,,,,,,,,1.35,3.6,1.324,3.21,Bogdanovic A.,Dent T.,307.0,31.0,276.0,0,,,,,0,1,-1,3,5,74,61,0.375,0.5769230769230769,0.375,0.6,2,1,-0.20192307692307687,-0.22499999999999998,1,2.2928605431020506,-1,0.3333333333333333,0.3333333333333333,0.0,0.0012214983713355048,0.018610421836228287,-0.01738892346489278
34,Nottingham,Nottingham Open,2004-06-16,International,Outdoor,Grass,2nd Round,3.0,Hanescu V.,Parmar A.,79.0,163,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.76,2.0,,,1.5,2.1,,,1.67,2.1,,,1.8,1.95,1.85,1.98,,,,,,,,,,,,,,,1.85,2.1,1.716,2.026,Hanescu V.,Parmar A.,79.0,163.0,-84.0,1,,,,,1,0,1,29,26,11,18,0.6666666666666666,0.43478260869565216,0.6666666666666666,0.4,1,1,0.23188405797101447,0.2666666666666666,0,-0.7243023483397408,1,0.3333333333333333,0.3333333333333333,0.0,0.008438818565400843,0.0026673779674579886,0.005771440597942854
33,'s-Hertogenbosch,Ordina Open,2004-06-16,International,Outdoor,Grass,2nd Round,3.0,Verdasco F.,van Lottum J.,41.0,111,5.0,4.0,,,,,,,,,0.0,0.0,Retired,1.67,2.1,,,1.65,1.85,,,1.67,2.1,,,1.7,2.1,1.84,1.99,,,,,,,,,,,,,,,1.84,2.1,1.706,2.028,van Lottum J.,Verdasco F.,111.0,41.0,70.0,0,,,,,0,1,-1,20,43,26,26,0.4,0.6,0.4,0.6,2,2,-0.19999999999999996,-0.19999999999999996,0,0.995958134608026,-1,0.3333333333333333,0.3333333333333333,0.0,0.0036036036036036037,0.014634146341463414,-0.01103054273785981
33,'s-Hertogenbosch,Ordina Open,2004-06-16,International,Outdoor,Grass,2nd Round,3.0,Sluiter R.,Petzschner P.,73.0,359,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.3,3.35,,,1.2,3.3,,,1.29,3.5,,,1.26,3.59,1.3,3.85,,,,,,,,,,,,,,,1.3,3.85,1.27,3.518,Petzschner P.,Sluiter R.,359.0,73.0,286.0,0,,,,,0,1,-1,3,3,57,70,0.5,0.5666666666666667,0.5,0.5,1,1,-0.06666666666666665,0.0,0,1.5928629473398876,-1,0.3333333333333333,0.3333333333333333,0.0,0.001392757660167131,0.007762557077625571,-0.00636979941745844
34,Nottingham,Nottingham Open,2004-06-16,International,Outdoor,Grass,2nd Round,3.0,Soderling R.,Bjorkman J.,44.0,27,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.35,1.57,,,2.1,1.5,,,2.38,1.53,,,2.15,1.65,2.33,1.65,,,,,,,,,,,,,,,2.38,1.65,2.262,1.58,Bjorkman J.,Soderling R.,27.0,44.0,-17.0,0,,,,,0,3,-3,115,102,22,26,0.7,0.6,0.7,0.6,2,2,0.09999999999999998,0.09999999999999998,0,-0.4883527679139319,-3,0.3333333333333333,0.3333333333333333,0.0,0.025925925925925925,0.013636363636363636,0.01228956228956229
33,'s-Hertogenbosch,Ordina Open,2004-06-16,International,Outdoor,Grass,2nd Round,3.0,Llodra M.,Vacek J.,65.0,113,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,,,1.45,2.2,,,1.5,2.5,,,1.45,2.65,1.48,2.85,,,,,,,,,,,,,,,1.5,2.85,1.476,2.54,Llodra M.,Vacek J.,65.0,113.0,-48.0,1,,,,,1,0,1,34,48,26,47,0.5238095238095238,0.5555555555555556,0.6,0.6,1,2,-0.031746031746031744,0.0,-1,-0.553000548816704,1,0.3333333333333333,0.3333333333333333,0.0,0.00805860805860806,0.004916420845624386,0.0031421872129836735
34,Nottingham,Nottingham Open,2004-06-16,International,Outdoor,Grass,2nd Round,3.0,Arazi H.,Gambill J.M.,35.0,89,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.7,,,2.1,1.5,,,2.1,1.67,,,2.1,1.7,2.22,1.7,,,,,,,,,,,,,,,2.22,1.7,2.124,1.654,Arazi H.,Gambill J.M.,35.0,89.0,-54.0,1,,,,,2,1,1,105,99,125,109,0.5555555555555556,0.5714285714285714,0.5,0.4,2,2,-0.015873015873015817,0.09999999999999998,0,-0.9332883082427261,1,0.3333333333333333,0.3333333333333333,0.0,0.015873015873015872,0.006420545746388443,0.009452470126627428
34,Nottingham,Nottingham Open,2004-06-16,International,Outdoor,Grass,2nd Round,3.0,Srichaphan P.,Ferreira W.,14.0,85,4.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.4,2.8,,,1.35,2.5,,,1.5,2.5,,,1.45,2.6,1.48,2.8,,,,,,,,,,,,,,,1.5,2.8,1.436,2.64,Ferreira W.,Srichaphan P.,85.0,14.0,71.0,0,,,,,1,3,-2,114,88,121,93,0.64,0.5217391304347826,0.6,0.7,2,1,0.11826086956521742,-0.09999999999999998,1,1.8035939268750583,-2,0.3333333333333333,0.3333333333333333,0.0,0.0075294117647058826,0.037267080745341616,-0.029737668980635734
34,Nottingham,Nottingham Open,2004-06-16,International,Outdoor,Grass,2nd Round,3.0,Saretta F.,Marray J.,75.0,250,6.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.0,1.76,,,1.6,1.9,,,2.1,1.67,,,1.85,1.85,2.16,1.74,,,,,,,,,,,,,,,2.16,1.9,1.942,1.784,Marray J.,Saretta F.,250.0,75.0,175.0,0,,,,,0,1,-1,3,2,51,49,0.6,0.625,0.6,0.625,1,1,-0.025000000000000022,-0.025000000000000022,0,1.203972804325936,-1,0.3333333333333333,0.3333333333333333,0.0,0.0024,0.008333333333333333,-0.005933333333333334
34,Nottingham,Nottingham Open,2004-06-16,International,Outdoor,Grass,2nd Round,3.0,Johansson T.,Rochus O.,188.0,71,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.38,2.9,,,1.45,2.2,,,1.4,2.75,,,1.35,3.0,1.5,2.75,,,,,,,,,,,,,,,1.5,3.0,1.416,2.72,Johansson T.,Rochus O.,188.0,71.0,117.0,1,,,,,2,0,2,99,79,69,86,0.7083333333333334,0.5652173913043478,0.6,0.5,1,1,0.1431159420289856,0.09999999999999998,0,0.9737620857886338,2,0.3333333333333333,0.3333333333333333,0.0,0.003767730496453901,0.00796080832823025,-0.004193077831776349
33,'s-Hertogenbosch,Ordina Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Llodra M.,Lu Y.H.,65.0,101,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.36,3.0,,,1.45,2.2,,,1.44,2.63,,,1.45,2.6,1.43,3.0,,,,,,,,,,,,,,,1.45,3.0,1.426,2.686,Llodra M.,Lu Y.H.,65.0,101.0,-36.0,1,,,,,3,0,3,33,48,2,1,0.5,0.6666666666666666,0.5,0.6666666666666666,355,5,-0.16666666666666663,-0.16666666666666663,350,-0.4407332469456229,3,0.3333333333333333,0.3333333333333333,0.0,0.007692307692307693,0.0066006600660066,0.0010916476263010929
33,'s-Hertogenbosch,Ordina Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Canas G.,Davydenko N.,72.0,59,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.48,2.55,,,1.45,2.2,,,1.5,2.5,,,1.5,2.45,1.49,2.78,,,,,,,,,,,,,,,1.5,2.78,1.484,2.496,Canas G.,Davydenko N.,72.0,59.0,13.0,1,,,,,4,2,2,109,72,65,85,0.6875,0.0,0.7,0.0,722,7,0.6875,0.7,715,0.1991286751103356,2,0.3333333333333333,0.3333333333333333,0.0,0.009548611111111112,0.0,0.009548611111111112
33,'s-Hertogenbosch,Ordina Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Coria G.,Beck K.,3.0,68,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.85,1.4,,,2.0,1.55,,,2.63,1.44,,,2.53,1.48,2.77,1.5,,,,,,,,,,,,,,,2.85,1.55,2.556,1.474,Beck K.,Coria G.,68.0,3.0,65.0,0,,,,,0,1,-1,18,37,144,61,0.4444444444444444,0.0,0.4444444444444444,0.0,4,6,0.4444444444444444,0.4444444444444444,-2,3.120895416507997,-1,0.3333333333333333,0.3333333333333333,0.0,0.0065359477124183,0.0,0.0065359477124183
33,'s-Hertogenbosch,Ordina Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Clement A.,Karlovic I.,38.0,62,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.77,2.0,,,1.5,2.1,,,1.73,2.0,,,1.7,2.1,1.79,2.06,,,,,,,,,,,,,,,1.79,2.1,1.698,2.052,Clement A.,Karlovic I.,38.0,62.0,-24.0,1,,,,,3,2,1,134,105,16,22,0.6470588235294118,0.5555555555555556,0.7,0.5555555555555556,4,5,0.09150326797385622,0.14444444444444438,-1,-0.489548225318706,1,0.3333333333333333,0.3333333333333333,0.0,0.017027863777089786,0.008960573476702509,0.008067290300387277
34,Nottingham,Nottingham Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Johansson T.,Mirnyi M.,188.0,28,2.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.55,2.35,,,1.55,2.0,,,1.62,2.2,,,1.6,2.25,1.59,2.5,,,,,,,,,,,,,,,1.62,2.5,1.582,2.26,Johansson T.,Mirnyi M.,188.0,28.0,160.0,1,,,,,5,1,4,98,79,128,119,0.6956521739130435,0.45454545454545453,0.6,0.5,7,8,0.24110671936758893,0.09999999999999998,-1,1.9042374526547454,4,0.3333333333333333,0.3333333333333333,0.0,0.003700277520814061,0.016233766233766232,-0.012533488712952172
33,'s-Hertogenbosch,Ordina Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Robredo T.,Burgsmuller L.,23.0,95,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.33,3.2,,,1.3,2.7,,,1.36,2.88,,,1.35,3.1,1.36,3.4,,,,,,,,,,,,,,,1.36,3.4,1.34,3.056,Burgsmuller L.,Robredo T.,95.0,23.0,72.0,0,,,,,1,2,-1,49,79,130,86,0.35714285714285715,0.6470588235294118,0.3,0.6,7,354,-0.28991596638655465,-0.3,-347,1.418382675671391,-1,0.3333333333333333,0.3333333333333333,0.0,0.0037593984962406017,0.02813299232736573,-0.02437359383112513
33,'s-Hertogenbosch,Ordina Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Ancic M.,Schalken S.,67.0,17,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.95,1.8,,,1.9,1.6,,,1.91,1.8,,,1.95,1.8,2.01,1.83,,,,,,,,,,,,,,,2.01,1.83,1.944,1.766,Ancic M.,Schalken S.,67.0,17.0,50.0,1,,,,,2,0,2,30,36,157,114,0.375,0.7317073170731707,0.375,0.8,358,5,-0.3567073170731707,-0.42500000000000004,353,1.3714792753347496,2,0.3333333333333333,0.3333333333333333,0.0,0.005597014925373134,0.0430416068866571,-0.03744459196128396
34,Nottingham,Nottingham Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Parmar A.,Malisse X.,163.0,50,1.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,3.5,1.28,,,3.3,1.2,,,4.0,1.2,,,3.46,1.28,3.9,1.29,,,,,,,,,,,,,,,4.0,1.29,3.632,1.25,Malisse X.,Parmar A.,50.0,163.0,-113.0,0,,,,,0,1,-1,103,85,10,18,0.631578947368421,0.4090909090909091,0.7,0.3,357,8,0.2224880382775119,0.39999999999999997,349,-1.1817271953786164,-1,0.3333333333333333,0.3333333333333333,0.0,0.01263157894736842,0.002509760178471835,0.010121818768896586
34,Nottingham,Nottingham Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Marray J.,Arthurs W.,250.0,90,7.0,6.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.25,1.6,,,2.0,1.55,,,2.25,1.57,,,2.3,1.6,2.25,1.69,,,,,,,,,,,,,,,2.3,1.69,2.21,1.602,Arthurs W.,Marray J.,90.0,250.0,-160.0,0,,,,,0,1,-1,74,96,2,2,0.5833333333333334,0.5,0.5,0.5,8,5,0.08333333333333337,0.0,3,-1.021651247531981,-1,0.3333333333333333,0.3333333333333333,0.0,0.006481481481481482,0.002,0.004481481481481482
34,Nottingham,Nottingham Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Saretta F.,Melzer J.,75.0,42,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.5,,,2.7,1.3,,,2.5,1.5,,,2.45,1.5,2.65,1.54,,,,,,,,,,,,,,,2.7,1.54,2.56,1.468,Melzer J.,Saretta F.,42.0,75.0,-33.0,0,,,,,0,1,-1,36,42,50,49,0.45454545454545453,0.5714285714285714,0.5,0.5714285714285714,338,354,-0.11688311688311687,-0.0714285714285714,-16,-0.5798184952529417,-1,0.3333333333333333,0.3333333333333333,0.0,0.010822510822510822,0.007619047619047619,0.003203463203463203
34,Nottingham,Nottingham Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Rusedski G.,Kucera K.,110.0,76,2.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.6,2.25,,,1.4,2.3,,,1.67,2.1,,,1.65,2.15,1.72,2.19,,,,,,,,,,,,,,,1.72,2.3,1.608,2.198,Kucera K.,Rusedski G.,76.0,110.0,-34.0,0,,,,,0,2,-2,81,76,102,73,0.6111111111111112,0.6944444444444444,0.6,0.7,7,8,-0.08333333333333326,-0.09999999999999998,-1,-0.3697470255060855,-2,0.3333333333333333,0.3333333333333333,0.0,0.008040935672514621,0.006313131313131313,0.0017278043593833082
33,'s-Hertogenbosch,Ordina Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Sluiter R.,Schuettler R.,73.0,8,3.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.15,1.67,,,2.0,1.55,,,2.25,1.57,,,2.15,1.65,2.2,1.71,,,,,,,,,,,,,,,2.25,1.71,2.15,1.63,Schuettler R.,Sluiter R.,8.0,73.0,-65.0,0,,,,,0,1,-1,171,126,56,70,0.5862068965517241,0.5517241379310345,0.7,0.5,3,7,0.03448275862068961,0.19999999999999996,-4,-2.211017899468555,-1,0.3333333333333333,0.3333333333333333,0.0,0.07327586206896551,0.0075578649031648555,0.06571799716580065
34,Nottingham,Nottingham Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Srichaphan P.,Elseneer G.,14.0,99,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.38,2.9,,,1.3,2.7,,,1.33,3.0,,,1.3,3.2,1.43,3.0,,,,,,,,,,,,,,,1.43,3.2,1.348,2.96,Elseneer G.,Srichaphan P.,99.0,14.0,85.0,0,,,,,0,1,-1,9,11,120,93,0.5,0.5,0.4,0.6,7,4,0.0,-0.19999999999999996,3,1.9560625205193314,-1,0.3333333333333333,0.3333333333333333,0.0,0.005050505050505051,0.03571428571428571,-0.03066378066378066
33,'s-Hertogenbosch,Ordina Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Petzschner P.,Popp A.,359.0,82,6.0,1.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,3.75,1.25,,,3.3,1.2,,,3.5,1.25,,,3.1,1.35,3.85,1.3,,,,,,,,,,,,,,,3.85,1.35,3.5,1.27,Petzschner P.,Popp A.,359.0,82.0,277.0,1,,,,,1,0,1,2,3,32,45,0.0,0.6818181818181818,0.0,0.7,364,6,-0.6818181818181818,-0.7,358,1.4766031412240253,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.008314855875831485,-0.008314855875831485
34,Nottingham,Nottingham Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Hanescu V.,Fitz S.,79.0,326,4.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,1.25,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.25,3.0,1.25,3.0,Fitz S.,Hanescu V.,326.0,79.0,247.0,0,,,,,0,1,-1,0,0,28,26,0.5,0.6,0.5,0.6,30,6,-0.09999999999999998,-0.09999999999999998,24,1.4174495288996862,-1,0.3333333333333333,0.3333333333333333,0.0,0.0015337423312883436,0.007594936708860759,-0.006061194377572416
34,Nottingham,Nottingham Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Dent T.,Labadze I.,31.0,46,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,1.25,3.0,,,,,,,,,1.33,3.55,,,,,,,,,,,,,,,1.33,3.55,1.29,3.275,Dent T.,Labadze I.,31.0,46.0,-15.0,1,,,,,1,0,1,73,61,31,55,0.56,0.14285714285714285,0.6,0.14285714285714285,8,358,0.4171428571428572,0.45714285714285713,-350,-0.3946541920039488,1,0.3333333333333333,0.3333333333333333,0.0,0.01806451612903226,0.003105590062111801,0.01495892606692046
34,Nottingham,Nottingham Open,2004-06-15,International,Outdoor,Grass,1st Round,3.0,Rochus O.,Sargsian S.,71.0,48,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,1.85,1.65,,,2.0,1.73,,,1.9,1.85,1.87,1.95,,,,,,,,,,,,,,,2.0,1.95,1.905,1.795,Rochus O.,Sargsian S.,71.0,48.0,23.0,1,,,,,1,0,1,68,86,81,104,0.5454545454545454,0.4166666666666667,0.5,0.4,7,5,0.12878787878787873,0.09999999999999998,2,0.3914788661334243,1,0.3333333333333333,0.3333333333333333,0.0,0.0076824583866837385,0.008680555555555556,-0.0009980971688718174
33,'s-Hertogenbosch,Ordina Open,2004-06-14,International,Outdoor,Grass,1st Round,3.0,Verkerk M.,Vliegen K.,55.0,108,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,,,1.4,2.3,,,1.5,2.5,,,1.45,2.6,1.54,2.65,,,,,,,,,,,,,,,1.54,2.65,1.478,2.51,Verkerk M.,Vliegen K.,55.0,108.0,-53.0,1,,,,,1,0,1,47,49,10,11,0.0,0.5,0.0,0.5,6,30,-0.5,-0.5,-24,-0.6747980418917487,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.004629629629629629,-0.004629629629629629
33,'s-Hertogenbosch,Ordina Open,2004-06-14,International,Outdoor,Grass,1st Round,3.0,Andreev I.,Wessels P.,56.0,196,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.4,,,1.45,2.2,,,1.53,2.38,,,1.5,2.45,1.58,2.54,,,,,,,,,,,,,,,1.58,2.54,1.518,2.394,Andreev I.,Wessels P.,56.0,196.0,-140.0,1,,,,,1,0,1,14,17,18,18,0.75,0.6875,0.75,0.6,3,1071,0.0625,0.15000000000000002,-1068,-1.2527629684953672,1,0.3333333333333333,0.3333333333333333,0.0,0.013392857142857142,0.00350765306122449,0.009885204081632652
33,'s-Hertogenbosch,Ordina Open,2004-06-14,International,Outdoor,Grass,1st Round,3.0,Youzhny M.,Dupuis A.,36.0,93,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.5,2.5,,,1.55,2.0,,,1.53,2.38,,,1.53,2.4,1.55,2.62,,,,,,,,,,,,,,,1.55,2.62,1.532,2.38,Dupuis A.,Youzhny M.,93.0,36.0,57.0,0,,,,,3,3,0,57,89,96,86,0.42857142857142855,0.6071428571428571,0.6,0.5,4,5,-0.17857142857142855,0.09999999999999998,-1,0.9490805546971464,0,0.3333333333333333,0.3333333333333333,0.0,0.004608294930875576,0.016865079365079364,-0.012256784434203787
33,'s-Hertogenbosch,Ordina Open,2004-06-14,International,Outdoor,Grass,1st Round,3.0,Vacek J.,Hrbaty D.,113.0,25,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.85,1.9,,,1.75,1.75,,,1.91,1.8,,,1.8,1.95,1.77,2.1,,,,,,,,,,,,,,,1.91,2.1,1.816,1.9,Hrbaty D.,Vacek J.,25.0,113.0,-88.0,0,,,,,0,1,-1,139,121,25,47,0.16666666666666666,0.5294117647058824,0.16666666666666666,0.6,357,7,-0.36274509803921573,-0.43333333333333335,350,-1.5085119938441403,-1,0.3333333333333333,0.3333333333333333,0.0,0.006666666666666666,0.004685059864653826,0.00198160680201284
34,Nottingham,Nottingham Open,2004-06-14,International,Outdoor,Grass,1st Round,3.0,Gambill J.M.,Moodie W.,89.0,107,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.9,1.85,,,1.7,1.8,,,1.83,1.83,,,1.87,1.87,1.9,1.92,,,,,,,,,,,,,,,1.9,1.92,1.84,1.854,Gambill J.M.,Moodie W.,89.0,107.0,-18.0,1,,,,,1,0,1,124,109,10,18,0.5555555555555556,0.5,0.4,0.5,7,5,0.05555555555555558,-0.09999999999999998,2,-0.18419246472976614,1,0.3333333333333333,0.3333333333333333,0.0,0.006242197253433209,0.004672897196261682,0.001569300057171527
34,Nottingham,Nottingham Open,2004-06-14,International,Outdoor,Grass,1st Round,3.0,Arazi H.,Childs L.,35.0,262,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.48,2.55,,,1.4,2.3,,,1.44,2.63,,,1.45,2.6,1.47,2.87,,,,,,,,,,,,,,,1.48,2.87,1.448,2.59,Arazi H.,Childs L.,35.0,262.0,-227.0,1,,,,,1,0,1,104,99,2,5,0.5294117647058824,0.2,0.5,0.2,356,355,0.32941176470588235,0.3,1,-2.012996442271683,1,0.3333333333333333,0.3333333333333333,0.0,0.015126050420168067,0.0007633587786259542,0.014362691641542113
33,'s-Hertogenbosch,Ordina Open,2004-06-14,International,Outdoor,Grass,1st Round,3.0,van Scheppingen D.,Acasuso J.,88.0,98,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.35,,,1.2,3.3,,,,,,,1.3,3.35,1.32,3.7,,,,,,,,,,,,,,,1.32,3.7,1.28,3.425,Acasuso J.,van Scheppingen D.,98.0,88.0,10.0,0,,,,,0,1,-1,48,55,9,18,0.0,0.3333333333333333,0.0,0.3333333333333333,357,340,-0.3333333333333333,-0.3333333333333333,17,0.10763066419236544,-1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0037878787878787876,-0.0037878787878787876
33,'s-Hertogenbosch,Ordina Open,2004-06-14,International,Outdoor,Grass,1st Round,3.0,van Lottum J.,Ascione T.,111.0,87,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.65,2.2,,,1.6,1.9,,,1.67,2.1,,,1.65,2.15,1.63,2.38,,,,,,,,,,,,,,,1.67,2.38,1.64,2.146,Ascione T.,van Lottum J.,87.0,111.0,-24.0,0,,,,,0,1,-1,10,16,19,43,0.0,0.3333333333333333,0.0,0.3333333333333333,7,7,-0.3333333333333333,-0.3333333333333333,0,-0.2436220826577502,-1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.003003003003003003,-0.003003003003003003
34,Nottingham,Nottingham Open,2004-06-14,International,Outdoor,Grass,1st Round,3.0,Bogdanovic A.,Johansson J.,307.0,45,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.42,,,2.5,1.35,,,2.63,1.44,,,2.9,1.35,2.95,1.46,,,,,,,,,,,,,,,2.95,1.46,2.746,1.404,Bogdanovic A.,Johansson J.,307.0,45.0,262.0,1,,,,,1,0,1,2,5,15,18,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3333333333333333,356,4,-0.047619047619047616,-0.047619047619047616,352,1.9201852578168772,1,0.3333333333333333,0.3333333333333333,0.0,0.0009306654257794322,0.007407407407407407,-0.0064767419816279745
33,'s-Hertogenbosch,Ordina Open,2004-06-14,International,Outdoor,Grass,1st Round,3.0,Kohlmann M.,Bastl G.,392.0,447,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.25,1.6,,,2.1,1.5,,,2.1,1.67,,,2.45,1.5,,,,,,,,,,,,,,,,,2.45,1.67,2.225,1.5675,Bastl G.,Kohlmann M.,447.0,392.0,55.0,0,,,,,0,1,-1,28,49,9,21,0.2,0.3333333333333333,0.2,0.3333333333333333,342,707,-0.1333333333333333,-0.1333333333333333,-365,0.131296754823107,-1,0.3333333333333333,0.3333333333333333,0.0,0.00044742729306487697,0.0008503401360544217,-0.00040291284298954477
34,Nottingham,Nottingham Open,2004-06-14,International,Outdoor,Grass,1st Round,3.0,Ferreira W.,Martin A.,85.0,61,4.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.3,3.35,,,1.25,3.0,,,1.25,3.5,,,1.25,3.75,1.35,3.5,,,,,,,,,,,,,,,1.35,3.75,1.28,3.42,Ferreira W.,Martin A.,85.0,61.0,24.0,1,,,,,1,1,0,113,88,109,118,0.625,0.25,0.6,0.25,356,356,0.375,0.35,0,0.3317773923170053,0,0.3333333333333333,0.3333333333333333,0.0,0.007352941176470588,0.004098360655737705,0.003254580520732883
34,Nottingham,Nottingham Open,2004-06-14,International,Outdoor,Grass,1st Round,3.0,Soderling R.,Ferrer D.,44.0,49,7.0,6.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.28,3.5,,,1.2,3.3,,,1.22,3.75,,,1.25,3.75,1.3,3.8,,,,,,,,,,,,,,,1.3,3.8,1.25,3.62,Ferrer D.,Soderling R.,49.0,44.0,5.0,0,,,,,4,10,-6,44,47,21,26,0.3333333333333333,0.5,0.3333333333333333,0.5,7,6,-0.16666666666666669,-0.16666666666666669,1,0.10763066419236544,-6,0.3333333333333333,0.3333333333333333,0.0,0.006802721088435374,0.011363636363636364,-0.00456091527520099
33,'s-Hertogenbosch,Ordina Open,2004-06-14,International,Outdoor,Grass,1st Round,3.0,Verdasco F.,Scherrer J.C.,41.0,258,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.42,2.75,,,1.4,2.3,,,,,,,1.48,2.53,1.476,2.82,,,,,,,,,,,,,,,1.48,2.82,1.444,2.6,Scherrer J.C.,Verdasco F.,258.0,41.0,217.0,0,,,,,0,1,-1,0,1,25,26,0.0,0.5,0.0,0.5,371,3,-0.5,-0.5,368,1.8393875182173094,-1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.012195121951219513,-0.012195121951219513
